Time_ms,Volt,Enepaq_T,Ambient_T,UPS_V,Module_V
4149112,1.8863,22.95,19.75,3.76,3.82
4149613,1.8837,22.96,20.00,3.76,3.82
4150112,1.8850,23.11,20.00,3.76,3.82
4150612,1.8837,22.97,20.00,3.76,3.82
4151112,1.8837,23.08,20.00,3.76,3.82
4151613,1.8850,23.03,21.25,3.78,3.82
4152112,1.8837,23.02,21.25,3.78,3.82
4152612,1.8800,23.17,21.25,3.78,3.82
4153112,1.8825,23.10,21.25,3.78,3.82
4153613,1.8813,23.11,21.00,3.76,3.82
4154112,1.8787,23.20,21.00,3.76,3.82
4154613,1.8837,23.14,21.00,3.76,3.82
4155112,1.8813,23.12,21.00,3.76,3.82
4155613,1.8813,23.15,21.00,3.78,3.82
4156112,1.8813,23.15,20.25,3.78,3.82
4156612,1.8813,23.31,20.25,3.78,3.82
4157112,1.8837,23.20,20.25,3.78,3.82
4157642,1.8800,23.23,20.25,3.78,3.82
4158141,1.8813,23.22,20.50,3.78,3.82
4158642,1.8825,23.20,20.50,3.78,3.82
4159139,1.8800,23.27,20.50,3.78,3.82
4159642,1.8813,23.27,20.50,3.78,3.82
4160141,1.8800,23.31,21.00,3.78,3.82
4160641,1.8813,23.25,21.00,3.78,3.82
4161141,1.8800,23.30,21.00,3.78,3.82
4161641,1.8800,23.38,21.00,3.78,3.82
4162141,1.8800,23.43,21.00,3.78,3.82
4162641,1.8787,23.34,21.00,3.78,3.82
4163141,1.8800,23.35,21.00,3.78,3.82
4163641,1.8800,23.35,21.00,3.78,3.82
4164141,1.8800,23.42,21.00,3.78,3.82
4164641,1.8787,23.44,21.00,3.78,3.82
4165141,1.8787,23.40,21.00,3.78,3.82
4165641,1.8775,23.46,21.00,3.78,3.82
4166141,1.8787,23.54,21.00,3.78,3.81
4166641,1.8775,23.44,20.50,3.78,3.81
4167141,1.8787,23.46,20.50,3.78,3.81
4167641,1.8787,23.49,20.50,3.78,3.81
4168141,1.8775,23.54,20.50,3.78,3.81
4168641,1.8775,23.54,20.50,3.78,3.81
4169141,1.8775,23.55,20.50,3.78,3.81
4169641,1.8763,23.62,20.50,3.78,3.81
4170141,1.8775,23.60,20.50,3.78,3.81
4170641,1.8775,23.53,20.75,3.78,3.81
4171141,1.8763,23.58,20.75,3.78,3.81
4171642,1.8750,23.65,20.75,3.78,3.81
4172141,1.8775,23.62,20.75,3.78,3.81
4172642,1.8775,23.58,21.00,3.78,3.81
4173141,1.8750,23.68,21.00,3.78,3.81
4173641,1.8737,23.70,21.00,3.78,3.81
4174141,1.8763,23.60,21.00,3.78,3.81
4174641,1.8775,23.65,20.75,3.78,3.81
4175141,1.8750,23.72,20.75,3.78,3.81
4175641,1.8750,23.71,20.75,3.78,3.81
4176141,1.8737,23.72,20.75,3.78,3.81
4176641,1.8737,23.74,20.75,3.78,3.81
4177141,1.8750,23.75,19.50,3.78,3.81
4177641,1.8737,23.78,19.50,3.78,3.81
4178141,1.8737,23.79,19.50,3.78,3.81
4178641,1.8750,23.75,19.50,3.78,3.81
4179141,1.8737,23.81,20.25,3.78,3.81
4179648,1.8737,23.78,20.25,3.78,3.81
4180147,1.8737,23.81,20.25,3.78,3.81
4180647,1.8737,23.83,20.25,3.78,3.81
4181147,1.8750,23.94,20.75,3.78,3.81
4181647,1.8737,23.85,20.75,3.78,3.81
4182147,1.8737,23.83,20.75,3.76,3.81
4182648,1.8737,23.88,20.75,3.76,3.81
4183147,1.8725,23.92,20.75,3.76,3.81
4183648,1.8713,23.98,20.75,3.76,3.81
4184147,1.8737,23.94,20.75,3.78,3.81
4184647,1.8725,23.97,20.75,3.78,3.81
4185147,1.8737,23.97,20.50,3.78,3.81
4185647,1.8713,23.96,20.50,3.78,3.81
4186150,1.8713,23.94,20.50,3.78,3.81
4186651,1.8725,23.97,20.50,3.78,3.81
4187150,1.8713,24.03,20.50,3.78,3.81
4187651,1.8725,24.05,19.75,3.78,3.81
4188150,1.8725,23.98,19.75,3.78,3.81
4188651,1.8700,24.02,19.75,3.78,3.81
4189150,1.8725,24.03,19.75,3.78,3.81
4189650,1.8725,24.00,20.75,3.78,3.81
4190150,1.8713,24.01,20.75,3.78,3.81
4190651,1.8700,24.09,20.75,3.78,3.80
4191150,1.8700,24.13,20.75,3.78,3.80
4191650,1.8700,24.15,21.00,3.78,3.80
4192150,1.8687,24.13,21.00,3.78,3.80
4192650,1.8713,24.14,21.00,3.78,3.80
4193150,1.8687,24.17,21.00,3.78,3.80
4193650,1.8713,24.14,21.00,3.78,3.80
4194150,1.8700,24.12,21.00,3.78,3.80
4194650,1.8675,24.20,21.00,3.78,3.80
4195150,1.8700,24.21,21.00,3.78,3.80
4195650,1.8687,24.28,20.75,3.78,3.80
4196150,1.8687,24.27,20.75,3.78,3.80
4196650,1.8675,24.23,20.75,3.78,3.80
4197150,1.8675,24.27,20.75,3.78,3.80
4197650,1.8687,24.27,20.75,3.78,3.80
4198150,1.8700,24.20,19.75,3.78,3.80
4198650,1.8675,24.34,19.75,3.76,3.80
4199150,1.8700,24.31,19.75,3.76,3.80
4199651,1.8687,24.41,19.75,3.76,3.80
4200150,1.8687,24.33,21.00,3.76,3.80
4200650,1.8675,24.34,21.00,3.78,3.80
4201150,1.8675,24.41,21.00,3.78,3.80
4201650,1.8675,24.32,21.00,3.78,3.80
4202150,1.8675,24.38,21.00,3.78,3.80
4202650,1.8675,24.45,21.00,3.78,3.80
